Imp_B365H,Imp_B365D,Imp_B365A,Imp_BbAvH,Imp_BbAvD,Imp_BbAvA,Imp_PSCH,Imp_PSCD,Imp_PSCA,BbOU,BbAHh,BbAv_gt_2_5,BbAv_lt_2_5,HomeTeam_enc,AwayTeam_enc,Div_enc,Home_Wins_Last5,Home_Draws_Last5,Home_Losses_Last5,Away_Wins_Last5,Away_Draws_Last5,Away_Losses_Last5,Draws_Diff_Last5,Wins_Diff_Last5,Losses_Diff_Last5,FTR,FTR_enc
0.4347826086956522,0.2941176470588235,0.3333333333333333,0.4347826086956522,0.2932551319648093,0.3322259136212624,0.4115226337448559,0.2754820936639118,0.3333333333333333,32.0,-0.25,1.63,2.25,58,59,0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,H,2
0.5235602094240838,0.3125,0.23094688221709,0.5235602094240838,0.3134796238244514,0.2298850574712644,0.5586592178770949,0.2923976608187134,0.1680672268907563,26.0,-0.5,2.53,1.49,0,21,2,1.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,H,2
0.1666666666666666,0.23094688221709,0.6666666666666666,0.1592356687898089,0.2439024390243902,0.6535947712418301,0.1923076923076923,0.2427184466019417,0.5847953216374269,33.0,1.0,1.6,2.3,117,12,4,3.0,2.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,A,0
0.4347826086956522,0.2941176470588235,0.3333333333333333,0.4291845493562232,0.2994011976047904,0.3333333333333333,0.4219409282700421,0.2808988764044944,0.3174603174603174,35.0,-0.25,1.93,1.87,120,9,4,2.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,H,2
0.7352941176470588,0.2105263157894736,0.1176470588235294,0.7092198581560284,0.2242152466367713,0.1248439450686641,0.6896551724137931,0.2083333333333333,0.1215066828675577,34.0,-1.25,1.68,2.17,135,148,4,1.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,H,2
0.7352941176470588,0.2222222222222222,0.1111111111111111,0.7246376811594204,0.2169197396963123,0.1173708920187793,0.7352941176470588,0.1869158878504673,0.0970873786407767,31.0,-1.5,1.64,2.23,38,81,0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,H,2
0.5988023952095809,0.25,0.2105263157894736,0.6060606060606061,0.2564102564102564,0.2004008016032064,0.6134969325153374,0.2183406113537118,0.1865671641791044,24.0,-1.0,1.48,2.56,67,113,3,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,H,2
0.3333333333333333,0.3076923076923077,0.4201680672268907,0.3311258278145695,0.3105590062111801,0.4219409282700421,0.2958579881656805,0.303030303030303,0.4219409282700421,35.0,0.25,2.1,1.73,105,90,3,1.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,D,1
0.4,0.3225806451612903,0.3448275862068966,0.398406374501992,0.3236245954692557,0.3436426116838488,0.4032258064516129,0.303951367781155,0.3125,26.0,0.0,2.14,1.67,45,79,2,1.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,D,1
0.2941176470588235,0.2941176470588235,0.4761904761904761,0.2976190476190476,0.303030303030303,0.4629629629629629,0.2680965147453083,0.303030303030303,0.4484304932735426,35.0,0.25,2.01,1.8,114,95,3,3.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,A,0
0.5235602094240838,0.2857142857142857,0.25,0.5235602094240838,0.2906976744186046,0.2506265664160401,0.5102040816326531,0.2824858757062147,0.228310502283105,35.0,-0.5,1.94,1.86,134,52,3,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,D,1
0.4166666666666667,0.303030303030303,0.3333333333333333,0.4132231404958678,0.3058103975535168,0.3378378378378378,0.3937007874015747,0.2915451895043731,0.3355704697986577,36.0,-0.25,1.89,1.91,7,143,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,D,1
0.4761904761904761,0.2941176470588235,0.2941176470588235,0.4524886877828054,0.2967359050445103,0.3105590062111801,0.4149377593360995,0.2857142857142857,0.3215434083601286,34.0,-0.25,1.78,2.02,146,82,0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,A,0
0.4545454545454545,0.303030303030303,0.3076923076923077,0.4444444444444444,0.3095975232198142,0.3125,0.5,0.2976190476190476,0.2252252252252252,33.0,-0.25,2.11,1.71,103,32,3,0.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,0.0,H,2
0.2777777777777778,0.2857142857142857,0.5,0.2754820936639118,0.2941176470588235,0.4901960784313725,0.2770083102493075,0.2949852507374631,0.4484304932735426,35.0,0.25,1.88,1.93,43,10,4,0.0,1.0,4.0,4.0,1.0,0.0,0.0,4.0,4.0,A,0
0.4347826086956522,0.3076923076923077,0.3225806451612903,0.4464285714285714,0.3048780487804878,0.3105590062111801,0.4184100418410041,0.3021148036253776,0.3012048192771084,34.0,-0.25,2.1,1.73,55,29,4,0.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,H,2
0.5128205128205129,0.303030303030303,0.25,0.5025125628140703,0.2976190476190476,0.2610966057441253,0.4566210045662101,0.2994011976047904,0.2638522427440633,34.0,-0.5,2.19,1.67,101,74,4,0.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,2.0,H,2
0.5714285714285714,0.2666666666666666,0.2222222222222222,0.5747126436781609,0.2688172043010752,0.2207505518763796,0.5263157894736842,0.2624671916010498,0.2314814814814814,26.0,-0.75,1.54,2.4,40,49,0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,H,2
0.6369426751592356,0.2631578947368421,0.1666666666666666,0.6172839506172839,0.273972602739726,0.1733102253032929,0.6134969325153374,0.2659574468085106,0.1470588235294117,33.0,-0.75,1.98,1.81,70,118,3,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,H,2
0.4761904761904761,0.303030303030303,0.2857142857142857,0.4716981132075471,0.3076923076923077,0.2849002849002849,0.425531914893617,0.3105590062111801,0.2849002849002849,34.0,-0.25,1.94,1.85,66,47,3,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,H,2
0.8849557522123894,0.125,0.0476190476190476,0.8928571428571428,0.1172332942555686,0.0471475719000471,0.9009009009009008,0.087719298245614,0.0359066427289048,23.0,-2.25,1.35,3.04,110,68,4,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,H,2
0.4166666666666667,0.303030303030303,0.3448275862068966,0.4166666666666667,0.3134796238244514,0.3355704697986577,0.4184100418410041,0.3125,0.2898550724637681,33.0,-0.25,2.15,1.69,17,28,3,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,H,2
0.4761904761904761,0.3125,0.2777777777777778,0.4651162790697674,0.3144654088050314,0.2849002849002849,0.4,0.33003300330033,0.2906976744186046,33.0,-0.25,2.36,1.57,8,130,3,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,A,0
0.5464480874316939,0.2857142857142857,0.23094688221709,0.5434782608695652,0.2816901408450704,0.2347417840375587,0.4901960784313725,0.28328611898017,0.2469135802469136,35.0,-0.5,1.88,1.91,137,138,4,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,H,2
0.5780346820809249,0.2857142857142857,0.2,0.5813953488372093,0.28328611898017,0.2,0.5847953216374269,0.2695417789757412,0.165016501650165,35.0,-0.75,2.0,1.79,25,106,3,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,A,0
0.5,0.3125,0.25,0.4975124378109453,0.3105590062111801,0.2597402597402597,0.4854368932038835,0.2824858757062147,0.2525252525252525,25.0,-0.5,2.19,1.63,80,18,2,3.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,A,0
0.6172839506172839,0.2777777777777778,0.1666666666666666,0.6211180124223602,0.2724795640326976,0.1730103806228373,0.6369426751592356,0.2427184466019417,0.1424501424501424,35.0,-0.75,1.99,1.81,124,111,2,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,D,1
0.303030303030303,0.3225806451612903,0.4347826086956522,0.3125,0.3215434083601286,0.4347826086956522,0.2985074626865671,0.3095975232198142,0.4098360655737705,26.0,0.25,2.25,1.61,136,87,2,1.0,2.0,2.0,5.0,0.0,0.0,2.0,4.0,2.0,H,2
0.4761904761904761,0.3076923076923077,0.2777777777777778,0.4716981132075471,0.303951367781155,0.2873563218390804,0.4566210045662101,0.2923976608187134,0.2680965147453083,32.0,-0.25,2.19,1.67,53,84,4,1.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,H,2
0.4878048780487805,0.2941176470588235,0.2666666666666666,0.4807692307692307,0.3003003003003003,0.2785515320334262,0.4149377593360995,0.2840909090909091,0.3225806451612903,33.0,-0.25,1.97,1.82,107,144,1,0.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,A,0
0.6172839506172839,0.2857142857142857,0.1538461538461538,0.625,0.2762430939226519,0.1623376623376623,0.6369426751592356,0.2493765586034912,0.1328021248339973,33.0,-0.75,2.16,1.69,124,93,2,2.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,H,2
0.3802281368821293,0.303030303030303,0.3802281368821293,0.3968253968253968,0.2994011976047904,0.3610108303249097,0.4115226337448559,0.2923976608187134,0.3174603174603174,34.0,0.0,2.01,1.81,29,117,4,2.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,H,2
0.3448275862068966,0.2857142857142857,0.4347826086956522,0.3623188405797102,0.2932551319648093,0.4016064257028112,0.3875968992248061,0.2793296089385474,0.3533568904593639,33.0,0.0,1.75,2.08,11,142,0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,H,2
0.819672131147541,0.1538461538461538,0.0833333333333333,0.819672131147541,0.1633986928104575,0.0760456273764258,0.819672131147541,0.1360544217687075,0.0611246943765281,25.0,-1.75,1.48,2.56,31,99,1,4.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,H,2
0.7751937984496123,0.1818181818181818,0.0909090909090909,0.7874015748031495,0.1821493624772313,0.0849617672047578,0.7633587786259541,0.1739130434782608,0.0815660685154975,32.0,-1.5,1.6,2.31,85,128,1,2.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,H,2
0.5235602094240838,0.2777777777777778,0.25,0.5128205128205129,0.2915451895043731,0.2531645569620253,0.5434782608695652,0.2638522427440633,0.2136752136752137,35.0,-0.5,1.91,1.9,129,109,1,1.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,D,1
0.5464480874316939,0.2666666666666666,0.238095238095238,0.5405405405405405,0.2801120448179272,0.238095238095238,0.5181347150259068,0.2645502645502646,0.2386634844868735,35.0,-0.5,1.83,1.98,143,107,1,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,H,2
0.25,0.2777777777777778,0.5235602094240838,0.2652519893899204,0.2906976744186046,0.5,0.228310502283105,0.2652519893899204,0.5291005291005292,35.0,0.5,1.78,2.03,144,6,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,A,0
0.238095238095238,0.2941176470588235,0.5235602094240838,0.2557544757033248,0.2941176470588235,0.5076142131979695,0.2638522427440633,0.2857142857142857,0.4694835680751174,35.0,0.25,1.96,1.85,145,44,1,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,D,1
0.5464480874316939,0.3076923076923077,0.2105263157894736,0.5291005291005292,0.3086419753086419,0.2277904328018223,0.5208333333333334,0.2857142857142857,0.2150537634408602,23.0,-0.5,2.4,1.53,132,136,2,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,D,1
0.4545454545454545,0.3225806451612903,0.2857142857142857,0.4484304932735426,0.3246753246753247,0.2932551319648093,0.3831417624521073,0.3115264797507788,0.3278688524590164,23.0,-0.25,2.33,1.56,111,97,2,3.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,H,2
0.5714285714285714,0.2941176470588235,0.2,0.5747126436781609,0.2898550724637681,0.2036659877800407,0.6211180124223602,0.2512562814070351,0.1466275659824046,32.0,-0.75,1.92,1.88,13,133,2,0.0,1.0,4.0,0.0,2.0,3.0,1.0,0.0,1.0,H,2
0.5128205128205129,0.303030303030303,0.25,0.5050505050505051,0.2967359050445103,0.2597402597402597,0.4201680672268907,0.3067484662576687,0.2941176470588235,34.0,-0.5,1.94,1.86,16,120,4,2.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,H,2
0.5235602094240838,0.2857142857142857,0.25,0.5263157894736842,0.2873563218390804,0.2463054187192118,0.5,0.2793296089385474,0.2427184466019417,34.0,-0.75,2.06,1.76,137,43,4,2.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,1.0,D,1
0.4347826086956522,0.303030303030303,0.3225806451612903,0.4366812227074236,0.3021148036253776,0.3236245954692557,0.4405286343612334,0.2770083102493075,0.3021148036253776,34.0,-0.25,1.95,1.85,138,68,4,1.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,H,2
0.4347826086956522,0.303030303030303,0.3225806451612903,0.425531914893617,0.3067484662576687,0.3289473684210526,0.4366812227074236,0.2824858757062147,0.3021148036253776,34.0,-0.25,2.13,1.71,148,53,4,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,A,0
0.4,0.3225806451612903,0.3448275862068966,0.3937007874015747,0.326797385620915,0.3424657534246575,0.3846153846153846,0.3257328990228013,0.3105590062111801,25.0,0.0,2.39,1.54,32,114,3,0.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,H,2
0.4761904761904761,0.2941176470588235,0.2941176470588235,0.4587155963302752,0.3076923076923077,0.2958579881656805,0.4219409282700421,0.2941176470588235,0.3058103975535168,34.0,-0.25,1.89,1.91,52,103,3,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,D,1
0.5988023952095809,0.2857142857142857,0.1818181818181818,0.5952380952380952,0.2857142857142857,0.1848428835489833,0.5780346820809249,0.2702702702702702,0.1745200698080279,32.0,-0.75,2.1,1.73,92,45,2,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,A,0
0.3225806451612903,0.3225806451612903,0.4201680672268907,0.334448160535117,0.3246753246753247,0.4081632653061224,0.2985074626865671,0.3164556962025316,0.4048582995951417,25.0,0.25,2.14,1.68,119,112,2,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,A,0
0.7142857142857143,0.23094688221709,0.1176470588235294,0.6993006993006994,0.2386634844868735,0.1288659793814433,0.6756756756756757,0.2272727272727272,0.1156069364161849,32.0,-1.0,1.8,2.0,76,0,2,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,H,2
0.8771929824561404,0.1333333333333333,0.0588235294117647,0.8620689655172414,0.1371742112482853,0.0606060606060606,0.8771929824561404,0.1081081081081081,0.0454545454545454,23.0,-2.25,1.36,3.0,14,61,0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,H,2
0.7142857142857143,0.2222222222222222,0.125,0.6993006993006994,0.2298850574712644,0.1347708894878706,0.7042253521126761,0.1883239171374764,0.1265822784810126,24.0,-1.5,1.58,2.31,116,146,0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,H,2
0.5464480874316939,0.2857142857142857,0.23094688221709,0.5319148936170213,0.2949852507374631,0.2358490566037735,0.4854368932038835,0.2898550724637681,0.2450980392156862,33.0,-0.5,2.08,1.74,82,48,0,2.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,H,2
0.3703703703703703,0.2941176470588235,0.4,0.3623188405797102,0.3012048192771084,0.398406374501992,0.3891050583657587,0.2824858757062147,0.3484320557491289,33.0,0.0,1.81,2.0,56,58,0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,A,0
0.4761904761904761,0.2857142857142857,0.303030303030303,0.4608294930875576,0.2949852507374631,0.3048780487804878,0.4901960784313725,0.2747252747252747,0.2551020408163265,33.0,0.0,1.81,2.0,49,100,0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,H,2
0.1538461538461538,0.2631578947368421,0.6535947712418301,0.1510574018126888,0.2564102564102564,0.6535947712418301,0.1328021248339973,0.2409638554216867,0.6451612903225806,34.0,1.0,1.9,1.9,118,67,3,2.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,A,0
0.5405405405405405,0.2941176470588235,0.23094688221709,0.5208333333333334,0.303951367781155,0.2375296912114014,0.495049504950495,0.3003003003003003,0.2237136465324385,25.0,-0.5,2.37,1.55,130,25,3,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,A,0
0.6666666666666666,0.23094688221709,0.1666666666666666,0.6622516556291391,0.238095238095238,0.1623376623376623,0.6711409395973155,0.2083333333333333,0.1410437235543018,25.0,-1.0,1.46,2.61,113,8,3,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,H,2
0.4761904761904761,0.2941176470588235,0.2941176470588235,0.4608294930875576,0.3095975232198142,0.2923976608187134,0.4694835680751174,0.2932551319648093,0.2577319587628866,34.0,-0.25,2.07,1.75,28,105,3,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,H,2
0.3333333333333333,0.3125,0.4166666666666667,0.33003300330033,0.3194888178913738,0.4166666666666667,0.3378378378378378,0.3067484662576687,0.3759398496240601,32.0,0.0,2.08,1.74,87,104,2,4.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,D,1
0.3571428571428571,0.3225806451612903,0.3846153846153846,0.3597122302158274,0.3236245954692557,0.3846153846153846,0.4149377593360995,0.2898550724637681,0.3164556962025316,25.0,0.0,2.15,1.67,79,80,2,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,D,1
0.2666666666666666,0.3333333333333333,0.4651162790697674,0.2808988764044944,0.3225806451612903,0.4629629629629629,0.2659574468085106,0.2949852507374631,0.4587155963302752,24.0,0.25,2.35,1.56,21,18,2,2.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,D,1
0.6172839506172839,0.2777777777777778,0.1666666666666666,0.6172839506172839,0.273972602739726,0.1694915254237288,0.625,0.2518891687657431,0.1428571428571428,34.0,-1.0,2.06,1.76,47,17,3,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,H,2
0.6944444444444444,0.23094688221709,0.1333333333333333,0.6896551724137931,0.2336448598130841,0.1351351351351351,0.6802721088435374,0.2197802197802197,0.1228501228501228,32.0,-1.0,1.65,2.21,131,7,1,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,H,2
0.3636363636363636,0.303030303030303,0.3846153846153846,0.3759398496240601,0.2994011976047904,0.3831417624521073,0.3937007874015747,0.2865329512893982,0.3436426116838488,34.0,0.0,1.74,2.09,121,51,1,1.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,1.0,D,1
