,Imp_B365H,Imp_B365D,Imp_B365A,Imp_BbAvH,Imp_BbAvD,Imp_BbAvA,Imp_PSCH,Imp_PSCD,Imp_PSCA,BbOU,BbAHh,BbAv_gt_2_5,BbAv_lt_2_5,HomeTeam_enc,AwayTeam_enc,Div_enc,Home_Wins_Last5,Home_Draws_Last5,Home_Losses_Last5,Away_Wins_Last5,Away_Draws_Last5,Away_Losses_Last5,Draws_Diff_Last5,Wins_Diff_Last5,Losses_Diff_Last5,FTR,FTR_enc,HomeTeam,AwayTeam,Date
18859,0.4081632653061224,0.30303030303030304,0.3125,0.425531914893617,0.3003003003003003,0.32894736842105265,0.4444444444444444,0.2881844380403458,0.2881844380403458,37.0,-0.25,1.84,1.96,233,208,1,2.0,0.0,3.0,2.0,1.0,2.0,-1.0,0.0,1.0,H,2,West Brom,Swansea,2013-03-09
18860,0.5128205128205129,0.2631578947368421,0.25,0.5319148936170213,0.2724795640326976,0.25380710659898476,0.5376344086021505,0.24330900243309,0.24213075060532688,35.0,-0.75,1.64,2.22,126,212,1,2.0,2.0,1.0,4.0,1.0,0.0,1.0,-2.0,1.0,H,2,Liverpool,Tottenham,2013-03-10
18861,0.5464480874316939,0.27027027027027023,0.20833333333333334,0.5494505494505494,0.28901734104046245,0.2222222222222222,0.5714285714285714,0.27548209366391185,0.17421602787456444,35.0,-0.75,2.05,1.75,155,204,1,3.0,0.0,2.0,1.0,1.0,3.0,-1.0,2.0,-1.0,H,2,Newcastle,Stoke,2013-03-10
18862,0.4347826086956522,0.29411764705882354,0.29411764705882354,0.4484304932735426,0.303951367781155,0.303951367781155,0.42194092827004215,0.2958579881656805,0.3021148036253776,38.0,-0.25,1.92,1.87,11,175,1,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,H,2,Aston Villa,QPR,2013-03-16
18863,0.25641025641025644,0.2777777777777778,0.48780487804878053,0.27322404371584696,0.29154518950437314,0.4926108374384237,0.2801120448179272,0.28735632183908044,0.45454545454545453,38.0,0.25,1.81,1.98,75,137,1,2.0,1.0,2.0,2.0,2.0,1.0,-1.0,0.0,1.0,H,2,Everton,Man City,2013-03-16
18864,0.8547008547008548,0.1111111111111111,0.05263157894736842,0.8695652173913044,0.12224938875305624,0.061614294516327786,0.8771929824561404,0.10775862068965518,0.044444444444444446,28.0,-2.25,1.31,3.3,138,177,1,5.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,-4.0,H,2,Man United,Reading,2013-03-16
18865,0.23809523809523808,0.2631578947368421,0.5235602094240838,0.25380710659898476,0.2785515320334262,0.5263157894736842,0.2638522427440633,0.26525198938992045,0.49504950495049505,36.0,0.75,1.68,2.15,198,126,1,1.0,2.0,2.0,3.0,1.0,1.0,1.0,-2.0,1.0,H,2,Southampton,Liverpool,2013-03-16
18866,0.4,0.30303030303030304,0.3225806451612903,0.4132231404958678,0.3105590062111801,0.33557046979865773,0.3484320557491289,0.31446540880503143,0.35842293906810035,38.0,-0.25,2.14,1.69,204,233,1,1.0,0.0,4.0,3.0,0.0,2.0,0.0,-2.0,2.0,D,1,Stoke,West Brom,2013-03-16
18867,0.29411764705882354,0.2857142857142857,0.4444444444444444,0.30864197530864196,0.29850746268656714,0.4504504504504504,0.29069767441860467,0.2777777777777778,0.45454545454545453,35.0,0.25,1.78,2.02,208,9,1,2.0,0.0,3.0,3.0,1.0,1.0,-1.0,-1.0,2.0,A,0,Swansea,Arsenal,2013-03-16
18868,0.7142857142857143,0.2,0.1111111111111111,0.7299270072992701,0.21008403361344538,0.11862396204033215,0.7246376811594204,0.1890359168241966,0.10718113612004287,29.0,-1.5,1.53,2.42,52,234,1,2.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,-1.0,H,2,Chelsea,West Ham,2013-03-17
18869,0.48780487804878053,0.2857142857142857,0.25,0.49019607843137253,0.29673590504451036,0.2717391304347826,0.49504950495049505,0.2881844380403458,0.23809523809523808,38.0,-0.25,2.06,1.75,207,158,1,0.0,1.0,4.0,1.0,3.0,1.0,-2.0,-1.0,3.0,D,1,Sunderland,Norwich,2013-03-17
18870,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.6756756756756757,0.23584905660377356,0.14814814814814814,0.6535947712418301,0.2304147465437788,0.136986301369863,36.0,-1.0,1.64,2.23,212,84,1,4.0,0.0,1.0,2.0,2.0,1.0,-2.0,2.0,0.0,A,0,Tottenham,Fulham,2013-03-17
18871,0.4347826086956522,0.29411764705882354,0.29411764705882354,0.4464285714285714,0.29940119760479045,0.3105590062111801,0.44052863436123346,0.2898550724637681,0.29069767441860467,38.0,-0.25,1.77,2.04,235,155,1,1.0,2.0,2.0,3.0,0.0,2.0,2.0,-2.0,0.0,H,2,Wigan,Newcastle,2013-03-17
18872,0.8,0.15384615384615385,0.06666666666666667,0.8130081300813008,0.16447368421052633,0.08244023083264633,0.8,0.15151515151515152,0.07147962830593281,27.0,-2.0,1.41,2.76,9,177,1,4.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,-4.0,H,2,Arsenal,Reading,2013-03-30
18873,0.6369426751592356,0.25641025641025644,0.13333333333333333,0.6493506493506493,0.2597402597402597,0.14641288433382138,0.5714285714285714,0.2785515320334262,0.16863406408094436,37.0,-1.0,2.04,1.76,75,204,1,2.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,-1.0,H,2,Everton,Stoke,2013-03-30
18874,0.7518796992481203,0.18181818181818182,0.09090909090909091,0.7751937984496123,0.1869158878504673,0.0946073793755913,0.7633587786259541,0.17391304347826086,0.08695652173913043,27.0,-1.5,1.56,2.35,137,155,1,2.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,-1.0,H,2,Man City,Newcastle,2013-03-30
18875,0.2857142857142857,0.2857142857142857,0.45454545454545453,0.29325513196480935,0.29154518950437314,0.4716981132075471,0.32894736842105265,0.29325513196480935,0.4,36.0,0.25,1.71,2.13,198,52,1,2.0,1.0,2.0,3.0,0.0,2.0,1.0,-1.0,0.0,H,2,Southampton,Chelsea,2013-03-30
18876,0.16666666666666666,0.25,0.6060606060606061,0.1736111111111111,0.27027027027027023,0.6134969325153374,0.16233766233766234,0.26246719160104987,0.5952380952380952,37.0,1.0,1.94,1.85,207,138,1,0.0,2.0,3.0,5.0,0.0,0.0,2.0,-5.0,3.0,A,0,Sunderland,Man United,2013-03-30
18877,0.29411764705882354,0.29411764705882354,0.4347826086956522,0.31347962382445144,0.30120481927710846,0.4424778761061947,0.31545741324921134,0.2898550724637681,0.41493775933609955,36.0,0.25,1.85,1.95,208,212,1,2.0,0.0,3.0,3.0,0.0,2.0,0.0,-1.0,1.0,A,0,Swansea,Tottenham,2013-03-30
18878,0.4347826086956522,0.29411764705882354,0.29411764705882354,0.4484304932735426,0.30303030303030304,0.3048780487804878,0.4629629629629629,0.2958579881656805,0.26666666666666666,36.0,-0.25,1.95,1.85,234,233,1,2.0,0.0,3.0,3.0,1.0,1.0,-1.0,-1.0,2.0,H,2,West Ham,West Brom,2013-03-30
18879,0.5128205128205129,0.2777777777777778,0.23094688221709006,0.5235602094240838,0.2898550724637681,0.24449877750611249,0.5747126436781609,0.26525198938992045,0.1801801801801802,36.0,-0.75,1.88,1.92,235,158,1,2.0,1.0,2.0,1.0,3.0,1.0,-2.0,1.0,1.0,H,2,Wigan,Norwich,2013-03-30
18880,0.2,0.25,0.5714285714285714,0.21186440677966104,0.2695417789757412,0.5747126436781609,0.17574692442882248,0.22573363431151244,0.6172839506172839,34.0,0.75,1.67,2.18,11,126,1,3.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,A,0,Aston Villa,Liverpool,2013-03-31
18881,0.5,0.2777777777777778,0.25,0.5050505050505051,0.29239766081871343,0.2617801047120419,0.4716981132075471,0.28169014084507044,0.26666666666666666,37.0,-0.75,1.91,1.88,84,175,1,2.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,-2.0,H,2,Fulham,QPR,2013-04-01
18882,0.3802281368821293,0.30303030303030304,0.3448275862068966,0.390625,0.3076923076923077,0.3597122302158274,0.3968253968253968,0.29673590504451036,0.32679738562091504,36.0,-0.25,2.06,1.76,158,208,1,1.0,2.0,2.0,1.0,0.0,4.0,2.0,0.0,-2.0,D,1,Norwich,Swansea,2013-04-06
18883,0.30303030303030304,0.2777777777777778,0.4444444444444444,0.31347962382445144,0.2898550724637681,0.45248868778280543,0.26525198938992045,0.28328611898017,0.4716981132075471,34.0,0.25,1.7,2.12,177,198,1,0.0,0.0,5.0,2.0,1.0,2.0,-1.0,-2.0,3.0,A,0,Reading,Southampton,2013-04-06
18884,0.47619047619047616,0.29411764705882354,0.25,0.4854368932038835,0.3048780487804878,0.267379679144385,0.4672897196261682,0.30120481927710846,0.2518891687657431,34.0,-0.25,2.19,1.66,204,11,1,0.0,1.0,4.0,2.0,0.0,3.0,1.0,-2.0,1.0,A,0,Stoke,Aston Villa,2013-04-06
18885,0.24390243902439027,0.27027027027027023,0.5128205128205129,0.2544529262086514,0.2849002849002849,0.5181347150259068,0.19685039370078738,0.24937655860349128,0.5747126436781609,36.0,0.25,1.73,2.1,233,9,1,2.0,1.0,2.0,4.0,0.0,1.0,1.0,-2.0,1.0,A,0,West Brom,Arsenal,2013-04-06
18886,0.7352941176470588,0.2,0.09090909090909091,0.7518796992481203,0.20576131687242796,0.10183299389002036,0.78125,0.16339869281045752,0.07704160246533127,34.0,-1.5,1.68,2.15,52,207,1,3.0,0.0,2.0,0.0,2.0,3.0,-2.0,3.0,-1.0,H,2,Chelsea,Sunderland,2013-04-07
18887,0.7352941176470588,0.18181818181818182,0.1111111111111111,0.7462686567164178,0.1996007984031936,0.11123470522803114,0.7633587786259541,0.17152658662092624,0.08695652173913043,25.0,-1.5,1.55,2.37,126,234,1,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,-2.0,D,1,Liverpool,West Ham,2013-04-07
18888,0.47619047619047616,0.2857142857142857,0.2631578947368421,0.49751243781094534,0.29411764705882354,0.2680965147453083,0.53475935828877,0.26666666666666666,0.22172949002217296,34.0,-0.25,1.81,1.98,155,84,1,2.0,0.0,3.0,3.0,2.0,0.0,-2.0,-1.0,3.0,H,2,Newcastle,Fulham,2013-04-07
18889,0.42016806722689076,0.29411764705882354,0.3076923076923077,0.4273504273504274,0.29940119760479045,0.33003300330033003,0.4081632653061224,0.29154518950437314,0.3205128205128205,36.0,-0.25,1.85,1.95,175,235,1,2.0,0.0,3.0,3.0,0.0,2.0,0.0,-1.0,1.0,D,1,QPR,Wigan,2013-04-07
18890,0.45454545454545453,0.29411764705882354,0.2777777777777778,0.4587155963302752,0.3067484662576687,0.29239766081871343,0.4587155963302752,0.3058103975535168,0.25839793281653745,32.0,-0.25,2.06,1.74,212,75,1,3.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,D,1,Tottenham,Everton,2013-04-07
18891,0.4347826086956522,0.2857142857142857,0.30303030303030304,0.45454545454545453,0.30120481927710846,0.3003003003003003,0.4,0.3003003003003003,0.3215434083601286,34.0,-0.25,1.75,2.06,138,137,1,5.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,-2.0,A,0,Man United,Man City,2013-04-08
18892,0.8,0.15384615384615385,0.07142857142857142,0.8064516129032259,0.16835016835016833,0.0827129859387924,0.7874015748031495,0.1594896331738437,0.07374631268436578,28.0,-1.75,1.48,2.54,9,158,1,4.0,0.0,1.0,0.0,3.0,2.0,-3.0,4.0,-1.0,H,2,Arsenal,Norwich,2013-04-13
18893,0.4347826086956522,0.30303030303030304,0.2857142857142857,0.4444444444444444,0.30303030303030304,0.3115264797507788,0.4464285714285714,0.29154518950437314,0.2840909090909091,37.0,-0.25,1.94,1.86,11,84,1,3.0,0.0,2.0,3.0,1.0,1.0,-1.0,0.0,1.0,D,1,Aston Villa,Fulham,2013-04-13
18894,0.6944444444444444,0.21052631578947367,0.125,0.6993006993006994,0.22727272727272727,0.13351134846461948,0.6802721088435374,0.22172949002217296,0.11961722488038279,36.0,-1.0,1.72,2.1,75,175,1,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,-1.0,H,2,Everton,QPR,2013-04-13
18895,0.125,0.21052631578947367,0.6896551724137931,0.14265335235378032,0.22831050228310504,0.684931506849315,0.1278772378516624,0.20491803278688525,0.6896551724137931,28.0,1.0,1.57,2.33,177,126,1,0.0,0.0,5.0,3.0,1.0,1.0,-1.0,-3.0,4.0,D,1,Reading,Liverpool,2013-04-13
18896,0.5235602094240838,0.26666666666666666,0.23809523809523808,0.53475935828877,0.2849002849002849,0.24096385542168672,0.5617977528089888,0.2610966057441253,0.19801980198019803,38.0,-0.75,1.86,1.95,198,234,1,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,-1.0,D,1,Southampton,West Ham,2013-04-13
18897,0.5128205128205129,0.2857142857142857,0.2222222222222222,0.5235602094240838,0.2949852507374631,0.23980815347721823,0.5405405405405405,0.2849002849002849,0.19455252918287938,37.0,-0.25,1.96,1.84,155,207,1,2.0,0.0,3.0,0.0,2.0,3.0,-2.0,2.0,0.0,A,0,Newcastle,Sunderland,2013-04-14
18898,0.14285714285714285,0.25641025641025644,0.625,0.15748031496062992,0.26666666666666666,0.6329113924050632,0.15432098765432098,0.24813895781637715,0.6172839506172839,37.0,1.0,2.01,1.79,204,138,1,0.0,1.0,4.0,4.0,0.0,1.0,1.0,-4.0,3.0,A,0,Stoke,Man United,2013-04-14
18899,0.5714285714285714,0.25641025641025644,0.2,0.5813953488372093,0.2617801047120419,0.20833333333333334,0.5747126436781609,0.27027027027027023,0.18181818181818182,37.0,-0.75,1.68,2.18,9,75,1,4.0,0.0,1.0,4.0,1.0,0.0,-1.0,0.0,1.0,D,1,Arsenal,Everton,2013-04-16
18900,0.21052631578947367,0.2631578947368421,0.5555555555555556,0.22271714922048996,0.2785515320334262,0.5555555555555556,0.17825311942959002,0.25641025641025644,0.5882352941176471,37.0,0.5,1.75,2.06,84,52,1,2.0,2.0,1.0,3.0,0.0,2.0,2.0,-1.0,-1.0,A,0,Fulham,Chelsea,2013-04-17
18901,0.8,0.15384615384615385,0.07142857142857142,0.8,0.16835016835016833,0.08802816901408451,0.7575757575757576,0.17006802721088435,0.09099181073703366,26.0,-1.5,1.5,2.5,137,235,1,4.0,0.0,1.0,3.0,1.0,1.0,-1.0,1.0,0.0,H,2,Man City,Wigan,2013-04-17
18902,0.18181818181818182,0.25641025641025644,0.5882352941176471,0.1858736059479554,0.26881720430107525,0.6024096385542169,0.19569471624266144,0.2617801047120419,0.5617977528089888,37.0,1.0,1.77,2.04,234,138,1,2.0,2.0,1.0,4.0,0.0,1.0,2.0,-2.0,0.0,D,1,West Ham,Man United,2013-04-17
18903,0.2,0.25,0.5714285714285714,0.21097046413502107,0.26881720430107525,0.5747126436781609,0.15625,0.23255813953488372,0.6369426751592356,35.0,0.75,1.67,2.17,84,9,1,2.0,1.0,2.0,4.0,1.0,0.0,0.0,-2.0,2.0,A,0,Fulham,Arsenal,2013-04-20
18904,0.5714285714285714,0.2631578947368421,0.19047619047619047,0.5813953488372093,0.273972602739726,0.2008032128514056,0.5555555555555556,0.2770083102493075,0.18761726078799248,37.0,-0.75,1.84,1.96,158,177,1,0.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,-2.0,H,2,Norwich,Reading,2013-04-20
18905,0.4444444444444444,0.29411764705882354,0.2857142857142857,0.45248868778280543,0.3058103975535168,0.29940119760479045,0.45248868778280543,0.3115264797507788,0.2557544757033248,37.0,-0.25,2.17,1.67,175,204,1,1.0,1.0,3.0,0.0,1.0,4.0,0.0,1.0,-1.0,A,0,QPR,Stoke,2013-04-20
18906,0.29411764705882354,0.29411764705882354,0.4347826086956522,0.30303030303030304,0.303951367781155,0.4484304932735426,0.2849002849002849,0.30303030303030304,0.4329004329004329,37.0,0.25,2.06,1.76,207,75,1,1.0,1.0,3.0,3.0,2.0,0.0,-1.0,-2.0,3.0,H,2,Sunderland,Everton,2013-04-20
18907,0.42016806722689076,0.2857142857142857,0.3225806451612903,0.4310344827586207,0.2976190476190476,0.32894736842105265,0.44052863436123346,0.29325513196480935,0.2898550724637681,37.0,-0.25,1.75,2.06,208,198,1,1.0,1.0,3.0,3.0,2.0,0.0,-1.0,-2.0,3.0,D,1,Swansea,Southampton,2013-04-20
18908,0.4444444444444444,0.2857142857142857,0.29411764705882354,0.4504504504504504,0.29850746268656714,0.3076923076923077,0.4115226337448559,0.29154518950437314,0.31746031746031744,37.0,-0.25,1.77,2.04,233,155,1,1.0,1.0,3.0,2.0,0.0,3.0,1.0,-1.0,0.0,D,1,West Brom,Newcastle,2013-04-20
18909,0.4347826086956522,0.2857142857142857,0.30303030303030304,0.4464285714285714,0.29850746268656714,0.3125,0.40322580645161293,0.29239766081871343,0.3236245954692557,37.0,-0.25,1.86,1.94,234,235,1,1.0,3.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1.0,H,2,West Ham,Wigan,2013-04-20
18910,0.46511627906976744,0.2777777777777778,0.2777777777777778,0.47393364928909953,0.29325513196480935,0.28901734104046245,0.46511627906976744,0.2824858757062147,0.273972602739726,37.0,-0.25,1.73,2.09,126,52,1,2.0,2.0,1.0,4.0,0.0,1.0,2.0,-2.0,0.0,D,1,Liverpool,Chelsea,2013-04-21
18911,0.3076923076923077,0.2777777777777778,0.4347826086956522,0.3184713375796178,0.2976190476190476,0.44052863436123346,0.35842293906810035,0.3058103975535168,0.35714285714285715,37.0,0.25,1.87,1.92,212,137,1,2.0,1.0,2.0,4.0,0.0,1.0,1.0,-2.0,1.0,H,2,Tottenham,Man City,2013-04-21
18912,0.8,0.14814814814814814,0.07692307692307693,0.8,0.1652892561983471,0.09191176470588235,0.7874015748031495,0.1545595054095827,0.07547169811320754,27.0,-1.5,1.39,2.84,138,11,1,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,H,2,Man United,Aston Villa,2013-04-22
18913,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.6756756756756757,0.2386634844868735,0.1404494382022472,0.6622516556291391,0.22075055187637968,0.1364256480218281,38.0,-1.0,1.72,2.11,75,84,1,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,-2.0,H,2,Everton,Fulham,2013-04-27
18914,0.7751937984496123,0.16666666666666666,0.08333333333333333,0.7936507936507936,0.17391304347826086,0.08968609865470852,0.8,0.15600624024961,0.06443298969072166,29.0,-1.5,1.51,2.49,137,234,1,3.0,0.0,2.0,2.0,3.0,0.0,-3.0,1.0,2.0,H,2,Man City,West Ham,2013-04-27
18915,0.3472222222222222,0.2777777777777778,0.4,0.341296928327645,0.29940119760479045,0.41493775933609955,0.3067484662576687,0.2898550724637681,0.425531914893617,39.0,0.25,1.81,2.0,155,126,1,1.0,1.0,3.0,1.0,3.0,1.0,-2.0,0.0,2.0,A,0,Newcastle,Liverpool,2013-04-27
18916,0.5405405405405405,0.26666666666666666,0.2173913043478261,0.5405405405405405,0.28169014084507044,0.2331002331002331,0.5617977528089888,0.2610966057441253,0.1972386587771203,39.0,-0.75,1.79,2.02,198,233,1,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,-2.0,A,0,Southampton,West Brom,2013-04-27
18917,0.4444444444444444,0.30303030303030304,0.2777777777777778,0.4566210045662101,0.31446540880503143,0.2849002849002849,0.4672897196261682,0.3164556962025316,0.23752969121140144,37.0,-0.25,2.35,1.57,204,158,1,1.0,1.0,3.0,1.0,2.0,2.0,-1.0,0.0,1.0,H,2,Stoke,Norwich,2013-04-27
18918,0.2631578947368421,0.2777777777777778,0.48780487804878053,0.27548209366391185,0.28901734104046245,0.4926108374384237,0.3021148036253776,0.28735632183908044,0.4329004329004329,39.0,0.25,1.75,2.06,235,212,1,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,D,1,Wigan,Tottenham,2013-04-27
18919,0.4444444444444444,0.2777777777777778,0.30303030303030304,0.4587155963302752,0.29069767441860467,0.30959752321981426,0.425531914893617,0.2808988764044944,0.31347962382445144,39.0,-0.25,1.72,2.1,9,138,1,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,-1.0,D,1,Arsenal,Man United,2013-04-28
18920,0.7352941176470588,0.18181818181818182,0.1111111111111111,0.7462686567164178,0.2012072434607646,0.11248593925759279,0.6993006993006994,0.20161290322580647,0.11848341232227488,29.0,-1.5,1.52,2.45,52,208,1,3.0,1.0,1.0,0.0,2.0,3.0,-1.0,3.0,-2.0,H,2,Chelsea,Swansea,2013-04-28
18921,0.3921568627450981,0.2857142857142857,0.3472222222222222,0.3968253968253968,0.29940119760479045,0.3597122302158274,0.4,0.28735632183908044,0.3333333333333333,39.0,0.25,1.86,1.94,177,175,1,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,D,1,Reading,QPR,2013-04-28
18922,0.4347826086956522,0.29411764705882354,0.29411764705882354,0.4484304932735426,0.3048780487804878,0.3048780487804878,0.4504504504504504,0.303951367781155,0.2695417789757412,37.0,-0.25,2.0,1.8,11,207,1,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,H,2,Aston Villa,Sunderland,2013-04-29
18923,0.5780346820809249,0.25641025641025644,0.19047619047619047,0.5882352941176471,0.2717391304347826,0.1972386587771203,0.5988023952095809,0.2531645569620253,0.16778523489932887,39.0,-0.75,1.72,2.11,84,177,1,0.0,1.0,4.0,0.0,2.0,3.0,-1.0,0.0,1.0,A,0,Fulham,Reading,2013-05-04
18924,0.3921568627450981,0.30303030303030304,0.3333333333333333,0.4048582995951417,0.30864197530864196,0.3436426116838488,0.38910505836575876,0.3184713375796178,0.31446540880503143,39.0,-0.25,1.98,1.82,158,11,1,1.0,1.0,3.0,2.0,1.0,2.0,0.0,-1.0,1.0,A,0,Norwich,Aston Villa,2013-05-04
18925,0.125,0.21052631578947367,0.6944444444444444,0.1287001287001287,0.22075055187637968,0.7092198581560284,0.10638297872340426,0.18348623853211007,0.7299270072992701,36.0,1.25,1.64,2.23,175,9,1,0.0,2.0,3.0,3.0,2.0,0.0,0.0,-3.0,3.0,A,0,QPR,Arsenal,2013-05-04
18926,0.19047619047619047,0.2631578947368421,0.5714285714285714,0.20242914979757085,0.2777777777777778,0.5747126436781609,0.20576131687242796,0.2590673575129534,0.5524861878453039,39.0,0.75,1.88,1.92,208,137,1,0.0,2.0,3.0,4.0,0.0,1.0,2.0,-4.0,2.0,D,1,Swansea,Man City,2013-05-04
18927,0.6944444444444444,0.21052631578947367,0.125,0.6896551724137931,0.22883295194508008,0.13850415512465375,0.6578947368421053,0.2237136465324385,0.13661202185792348,38.0,-1.25,1.67,2.18,212,198,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,H,2,Tottenham,Southampton,2013-05-04
18928,0.4081632653061224,0.2857142857142857,0.3333333333333333,0.42194092827004215,0.2976190476190476,0.33670033670033667,0.42372881355932207,0.28328611898017,0.31347962382445144,39.0,-0.25,1.77,2.05,233,235,1,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,A,0,West Brom,Wigan,2013-05-04
18929,0.42016806722689076,0.29411764705882354,0.3076923076923077,0.4310344827586207,0.29850746268656714,0.32679738562091504,0.44052863436123346,0.28328611898017,0.29673590504451036,39.0,-0.25,1.82,1.99,234,155,1,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,-2.0,D,1,West Ham,Newcastle,2013-05-04
18930,0.5128205128205129,0.2777777777777778,0.23809523809523808,0.5208333333333334,0.2881844380403458,0.24875621890547267,0.5076142131979695,0.2777777777777778,0.23529411764705882,39.0,-0.25,1.78,2.04,126,75,1,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,-1.0,D,1,Liverpool,Everton,2013-05-05
18931,0.45454545454545453,0.2857142857142857,0.2857142857142857,0.4629629629629629,0.29411764705882354,0.3021148036253776,0.4166666666666667,0.2824858757062147,0.3225806451612903,37.0,-0.25,1.72,2.1,138,52,1,2.0,2.0,1.0,3.0,1.0,1.0,1.0,-1.0,0.0,A,0,Man United,Chelsea,2013-05-05
18932,0.47619047619047616,0.30303030303030304,0.25,0.4854368932038835,0.3115264797507788,0.2638522427440633,0.41841004184100417,0.32573289902280134,0.27624309392265195,37.0,-0.25,2.34,1.58,207,204,1,2.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,D,1,Sunderland,Stoke,2013-05-06
18933,0.7142857142857143,0.2,0.1111111111111111,0.7299270072992701,0.20449897750511248,0.1152073732718894,0.7142857142857143,0.19801980198019803,0.10604453870625663,28.0,-1.5,1.53,2.43,137,233,1,3.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,-2.0,H,2,Man City,West Brom,2013-05-07
18934,0.5464480874316939,0.26666666666666666,0.21052631578947367,0.5586592178770949,0.27548209366391185,0.22172949002217296,0.5555555555555556,0.2577319587628866,0.20833333333333334,37.0,-0.75,1.89,1.91,235,208,1,1.0,2.0,2.0,0.0,3.0,2.0,-1.0,1.0,0.0,A,0,Wigan,Swansea,2013-05-07
18935,0.5128205128205129,0.26666666666666666,0.25,0.5154639175257733,0.2840909090909091,0.2577319587628866,0.5464480874316939,0.25839793281653745,0.2159827213822894,37.0,-0.5,1.71,2.12,52,212,1,4.0,1.0,0.0,3.0,2.0,0.0,-1.0,1.0,0.0,D,1,Chelsea,Tottenham,2013-05-08
18936,0.2222222222222222,0.2631578947368421,0.5405405405405405,0.23094688221709006,0.2777777777777778,0.5494505494505494,0.17699115044247787,0.23094688221709006,0.6134969325153374,37.0,0.75,1.69,2.14,11,52,1,3.0,1.0,1.0,3.0,2.0,0.0,-1.0,0.0,1.0,A,0,Aston Villa,Chelsea,2013-05-11
18937,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.6756756756756757,0.24038461538461536,0.14245014245014245,0.6666666666666666,0.22883295194508008,0.12626262626262627,36.0,-1.0,1.75,2.06,75,234,1,2.0,2.0,1.0,1.0,3.0,1.0,-1.0,1.0,0.0,H,2,Everton,West Ham,2013-05-12
18938,0.25641025641025644,0.2777777777777778,0.48780487804878053,0.2680965147453083,0.29154518950437314,0.49751243781094534,0.2747252747252747,0.2849002849002849,0.4608294930875576,36.0,0.25,1.67,2.17,84,126,1,0.0,1.0,4.0,1.0,4.0,0.0,-3.0,-1.0,4.0,A,0,Fulham,Liverpool,2013-05-12
18939,0.7692307692307692,0.17391304347826086,0.08333333333333333,0.78125,0.1838235294117647,0.09433962264150944,0.7352941176470588,0.1869158878504673,0.09813542688910697,28.0,-1.5,1.49,2.5,138,208,1,2.0,2.0,1.0,1.0,3.0,1.0,-1.0,1.0,0.0,H,2,Man United,Swansea,2013-05-12
18940,0.45454545454545453,0.29411764705882354,0.2777777777777778,0.4694835680751174,0.29673590504451036,0.29069767441860467,0.40322580645161293,0.29850746268656714,0.3184713375796178,38.0,-0.25,1.89,1.91,158,233,1,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,H,2,Norwich,West Brom,2013-05-12
18941,0.29411764705882354,0.29411764705882354,0.4347826086956522,0.3164556962025316,0.29940119760479045,0.4444444444444444,0.3333333333333333,0.2710027100271003,0.41493775933609955,38.0,0.25,1.88,1.91,175,155,1,0.0,2.0,3.0,1.0,2.0,2.0,0.0,-1.0,1.0,A,0,QPR,Newcastle,2013-05-12
18942,0.2222222222222222,0.2777777777777778,0.5235602094240838,0.23696682464454977,0.29154518950437314,0.5291005291005292,0.21413276231263384,0.26666666666666666,0.5405405405405405,38.0,0.75,2.05,1.76,204,212,1,2.0,1.0,2.0,2.0,3.0,0.0,-2.0,0.0,2.0,A,0,Stoke,Tottenham,2013-05-12
